id,sex,age,race,c_days_from_compas,c_charge_degree,is_recid,is_violent_recid,decile_score,v_decile_score,v_score_text,priors_count
3761,Male,42,African-American,1,F,1,1,5,1,Low,7
3768,Female,36,African-American,1,M,0,0,1,1,Low,1
3769,Male,54,Caucasian,0,M,0,0,1,1,Low,0
3773,Male,23,Hispanic,1,M,0,0,7,5,Medium,0
3774,Male,61,Caucasian,0,M,0,0,1,1,Low,0
3776,Female,42,Caucasian,1,M,0,0,1,1,Low,0
3779,Male,27,African-American,1,M,0,0,5,3,Low,1
3780,Male,24,Caucasian,18,M,0,0,3,5,Medium,2
3781,Male,33,African-American,60,F,0,0,5,2,Low,14
3783,Male,38,Caucasian,7,F,0,0,1,1,Low,0
3785,Male,21,Caucasian,1,M,1,0,3,6,Medium,1
3788,Male,39,Caucasian,2,F,0,0,4,1,Low,0
3789,Male,29,Caucasian,1,F,0,0,1,2,Low,0
3790,Male,29,Caucasian,2,F,0,0,3,4,Low,1
3792,Male,65,Caucasian,35,F,0,0,4,1,Low,6
3797,Male,44,African-American,1,F,1,0,6,4,Low,7
3799,Male,27,African-American,1,M,0,0,2,2,Low,0
3800,Male,27,African-American,1,F,1,1,7,8,High,8
3801,Male,61,Caucasian,0,M,0,0,1,1,Low,0
3804,Male,27,African-American,1,M,0,0,1,2,Low,1
3809,Male,26,Caucasian,0,M,1,1,4,3,Low,9
3814,Male,25,African-American,23,F,0,0,4,4,Low,2
3816,Male,23,Other,1,M,1,1,10,9,High,5
3818,Male,23,African-American,1,M,0,0,4,6,Medium,1
3820,Male,30,Other,1,M,0,0,1,1,Low,3
3821,Female,45,African-American,1,F,0,0,3,1,Low,2
3830,Female,26,African-American,1,M,0,0,2,2,Low,0
3831,Male,21,Caucasian,1,F,1,1,8,7,Medium,0
3834,Male,63,African-American,347,F,0,0,6,2,Low,1
3835,Female,62,Caucasian,1,M,0,0,1,1,Low,0
3836,Male,48,Caucasian,1,F,0,0,3,2,Low,0
3838,Male,53,African-American,90,M,0,0,1,1,Low,1
3840,Male,28,African-American,1,F,0,0,10,10,High,5
3841,Male,56,Caucasian,0,F,0,0,2,1,Low,1
3842,Male,35,Hispanic,8,F,0,0,1,1,Low,2
3853,Male,35,African-American,159,M,0,0,5,6,Medium,4
3855,Male,60,Caucasian,102,M,0,0,1,1,Low,3
3856,Female,37,African-American,1,F,0,0,3,1,Low,7
3857,Female,32,African-American,1,F,0,0,2,1,Low,0
3860,Male,53,Caucasian,1,M,0,0,1,1,Low,0
3862,Male,32,Caucasian,1,M,0,0,1,1,Low,0
3863,Male,26,Caucasian,1,M,0,0,2,3,Low,0
3864,Male,61,Caucasian,1,M,0,0,1,1,Low,0
3865,Male,21,African-American,1,M,0,0,10,7,Medium,0
3867,Male,69,African-American,1,M,0,0,5,4,Low,22
3869,Male,26,African-American,0,M,0,0,4,4,Low,0
3870,Male,30,African-American,0,F,1,1,10,7,Medium,9
3872,Male,21,Caucasian,5,F,0,0,4,5,Medium,1
3879,Male,41,Caucasian,1,M,0,0,2,1,Low,0
3882,Male,22,Caucasian,2,F,0,0,3,5,Medium,0
3884,Female,54,Caucasian,1,F,1,1,3,1,Low,0
3885,Male,50,Caucasian,1,M,1,1,1,1,Low,2
3888,Female,50,African-American,182,F,0,0,2,1,Low,5
3890,Male,37,Other,1,F,0,0,3,1,Low,11
3898,Male,53,Caucasian,32,F,0,0,1,1,Low,2
3902,Male,26,Caucasian,0,M,0,0,4,4,Low,5
3904,Female,59,African-American,1,M,0,0,2,1,Low,0
3907,Male,67,Hispanic,4,F,0,0,1,1,Low,0
3911,Male,45,Hispanic,1,F,0,0,6,3,Low,8
3912,Male,35,Caucasian,167,M,0,0,2,4,Low,4
3917,Male,22,African-American,1,F,1,0,3,6,Medium,0
3920,Male,27,Other,1,M,0,0,5,3,Low,0
3924,Female,37,African-American,1,F,1,0,6,3,Low,13
3930,Male,45,Caucasian,1,M,0,0,2,1,Low,2
3934,Male,52,African-American,1,F,1,0,5,1,Low,7
3935,Female,21,African-American,1,F,0,0,6,8,High,0
3938,Male,33,Caucasian,1,F,0,0,6,6,Medium,3
3939,Male,26,African-American,1,F,1,1,10,9,High,3
3941,Male,37,Caucasian,1,M,0,0,3,1,Low,0
3947,Male,40,Other,0,F,0,0,1,1,Low,1
3948,Male,21,African-American,2,F,0,0,5,7,Medium,1
3952,Male,37,Caucasian,1,M,0,0,4,1,Low,0
3957,Male,24,Hispanic,78,M,0,0,2,4,Low,1
3958,Male,44,Caucasian,1,F,0,0,1,1,Low,0
3960,Male,30,African-American,1,F,0,0,2,2,Low,0
3961,Male,40,Hispanic,1,F,0,0,1,1,Low,0
3963,Male,49,Caucasian,23,F,0,0,1,1,Low,1
3965,Male,67,Caucasian,0,M,0,0,1,1,Low,0
3972,Male,31,Caucasian,1,M,0,0,7,3,Low,6
3974,Male,30,African-American,1,F,0,0,3,3,Low,7
3975,Male,28,Caucasian,1,M,0,0,2,2,Low,1
3977,Male,55,Caucasian,1,M,0,0,1,1,Low,0
3978,Female,24,Caucasian,8,F,0,0,3,4,Low,1
3979,Male,42,Caucasian,1,M,0,0,3,1,Low,0
3981,Male,43,African-American,0,M,1,1,5,4,Low,4
3982,Male,44,African-American,0,F,0,0,1,1,Low,0
3984,Male,25,Caucasian,0,M,0,0,7,5,Medium,0
3991,Male,29,Hispanic,1,M,0,0,2,2,Low,0
3993,Male,41,Hispanic,132,F,0,0,2,2,Low,2
3994,Male,31,Hispanic,3,M,0,0,5,2,Low,0
3999,Male,41,African-American,1,F,0,0,1,1,Low,1
4002,Male,29,African-American,1,M,0,0,5,3,Low,0
4003,Male,26,Caucasian,1,M,0,0,2,3,Low,0
4004,Female,27,African-American,1,F,0,0,3,3,Low,1
4005,Male,35,Caucasian,1,M,0,0,2,3,Low,4
4006,Male,54,Caucasian,1,F,0,0,1,1,Low,1
4010,Male,20,African-American,1,F,0,0,6,6,Medium,0
4011,Male,27,Caucasian,3,F,0,0,6,5,Medium,0
4012,Male,21,African-American,1,F,0,0,7,7,Medium,1
4016,Male,27,Caucasian,42,F,0,0,7,2,Low,4
4018,Male,54,African-American,1,M,0,0,1,1,Low,0
4021,Male,39,African-American,6,F,0,0,1,1,Low,1
4022,Female,22,Caucasian,681,F,0,0,7,5,Medium,2
4023,Female,33,Caucasian,2,M,0,0,1,1,Low,0
4028,Female,35,African-American,1,M,0,0,4,2,Low,0
4031,Male,53,African-American,3,M,0,0,1,1,Low,0
4032,Male,28,Caucasian,1,M,0,0,4,3,Low,2
4033,Male,26,African-American,1,F,0,0,8,4,Low,0
4035,Male,30,African-American,1050,F,1,0,3,2,Low,1
4036,Male,31,African-American,0,F,0,0,5,5,Medium,3
4039,Male,33,Hispanic,0,M,0,0,4,2,Low,1
4041,Male,28,African-American,0,F,0,0,7,7,Medium,1
4047,Female,22,African-American,528,M,0,0,6,7,Medium,1
4049,Male,23,Caucasian,1,F,1,1,6,4,Low,4
4052,Male,36,African-American,1,F,0,0,5,5,Medium,6
4054,Male,22,African-American,1,F,0,0,3,5,Medium,0
4058,Male,45,Caucasian,511,M,0,0,1,1,Low,1
4060,Male,37,African-American,1,M,1,0,2,1,Low,3
4061,Female,52,Caucasian,1,M,0,0,1,1,Low,0
4062,Male,26,Caucasian,0,F,1,0,2,3,Low,0
4064,Female,33,Caucasian,0,F,0,0,4,2,Low,2
4068,Female,55,Caucasian,1,M,0,0,1,1,Low,0
4070,Male,37,African-American,121,M,0,0,1,1,Low,2
4072,Male,41,African-American,1,F,0,0,1,1,Low,0
4073,Male,26,Caucasian,1,M,0,0,2,3,Low,0
4075,Male,41,African-American,1,F,0,0,5,5,Medium,13
4076,Male,33,African-American,1,F,0,0,6,2,Low,6
4080,Male,23,African-American,1,F,0,0,5,6,Medium,0
4081,Male,27,Caucasian,1,F,0,0,3,2,Low,1
4082,Male,24,Caucasian,1,F,1,1,5,5,Medium,0
4083,Male,23,Other,1,M,0,0,8,7,Medium,2
4084,Male,30,African-American,0,F,0,0,9,6,Medium,10
4085,Male,55,Caucasian,0,F,0,0,3,2,Low,1
4087,Female,41,African-American,65,M,0,0,6,2,Low,6
4088,Male,35,African-American,0,F,0,0,3,1,Low,0
4099,Male,20,African-American,22,M,0,0,4,6,Medium,1
4101,Male,31,African-American,1,M,1,1,10,10,High,8
4102,Male,22,African-American,1,F,0,0,9,7,Medium,2
4105,Male,33,Caucasian,1,F,1,1,9,9,High,7
4106,Male,44,Caucasian,1,F,1,1,6,4,Low,6
4108,Male,41,African-American,1,F,1,1,9,9,High,25
4111,Male,56,African-American,2644,M,0,0,8,5,Medium,9
4112,Male,21,African-American,10,F,0,0,3,6,Medium,1
4117,Female,48,Caucasian,1,M,0,0,1,1,Low,1
4120,Male,39,Caucasian,26,M,0,0,1,1,Low,2
4121,Male,31,Hispanic,1,F,0,0,2,2,Low,0
4122,Female,25,Caucasian,1,F,0,0,6,4,Low,0
4123,Male,51,Caucasian,83,F,0,0,1,1,Low,1
4125,Female,28,African-American,16,F,0,0,5,4,Low,3
4126,Male,30,African-American,1,F,1,1,2,2,Low,0
4127,Female,19,African-American,1,M,1,1,8,8,High,0
4130,Male,57,Caucasian,1,F,0,0,1,1,Low,0
4136,Male,26,African-American,1,F,0,0,5,2,Low,0
4140,Female,41,Caucasian,700,M,0,0,1,1,Low,1
4141,Male,37,African-American,29,F,0,0,6,4,Low,5
4143,Male,48,African-American,0,F,0,0,1,1,Low,0
4144,Male,21,African-American,1,F,0,0,9,9,High,0
4152,Male,29,Hispanic,205,M,0,0,2,2,Low,1
4154,Male,52,African-American,22,M,0,0,1,1,Low,1
4158,Male,19,African-American,40,F,1,1,10,10,High,1
4161,Male,54,African-American,0,M,1,1,1,1,Low,0
4164,Female,40,Caucasian,1,F,1,0,4,1,Low,4
4165,Male,22,African-American,0,F,0,0,7,6,Medium,0
4168,Male,50,Caucasian,1,F,0,0,4,2,Low,10
4169,Male,35,Caucasian,0,M,1,0,3,4,Low,2
4171,Male,21,African-American,1,F,0,0,7,6,Medium,0
4178,Male,27,Caucasian,1,F,0,0,3,4,Low,0
4180,Female,38,Hispanic,1,F,1,1,9,3,Low,20
4182,Male,32,Caucasian,0,F,0,0,5,2,Low,0
4183,Male,59,Caucasian,1,F,0,0,1,1,Low,0
4186,Male,59,Caucasian,0,F,0,0,1,1,Low,0
4191,Female,35,Caucasian,1,F,0,0,4,2,Low,2
4193,Male,44,Hispanic,2,M,0,0,1,1,Low,0
4194,Male,40,African-American,77,F,0,0,8,9,High,7
4195,Female,31,African-American,5,M,1,1,6,4,Low,0
4196,Female,32,African-American,1,F,0,0,3,2,Low,0
4199,Male,22,Caucasian,1,F,0,0,4,6,Medium,2
4203,Male,34,Caucasian,1,F,0,0,4,2,Low,2
4204,Male,30,African-American,1,F,0,0,3,2,Low,7
4211,Male,46,Other,1,F,0,0,1,1,Low,0
4217,Male,35,Caucasian,0,F,1,1,5,4,Low,2
4219,Male,35,African-American,1,F,0,0,1,1,Low,0
4223,Female,30,African-American,1,F,1,1,9,5,Medium,9
4228,Male,31,Caucasian,0,F,1,1,8,6,Medium,4
4230,Male,31,Hispanic,1,F,0,0,10,7,Medium,0
4232,Male,36,African-American,1,M,1,1,5,3,Low,5
4233,Male,39,African-American,78,M,0,0,1,1,Low,2
4239,Male,35,Hispanic,1,F,0,0,3,2,Low,0
4245,Male,37,African-American,1,M,0,0,3,1,Low,0
4247,Male,25,African-American,811,M,0,0,6,3,Low,3
4250,Female,27,African-American,1,F,0,0,3,3,Low,0
4252,Male,47,Caucasian,25,M,0,0,1,1,Low,2
4254,Male,46,African-American,1,M,0,0,6,4,Low,12
4255,Male,27,Caucasian,1,F,0,0,5,6,Medium,0
4256,Male,34,African-American,1,F,1,1,9,8,High,0
4257,Male,30,African-American,184,M,1,1,7,5,Medium,4
4258,Male,25,Caucasian,1,M,0,0,2,3,Low,0
4260,Male,26,African-American,1,M,0,0,5,4,Low,5
4265,Male,60,African-American,1,F,0,0,8,1,Low,9
4267,Male,49,Other,1,M,1,1,1,1,Low,0
4270,Male,21,African-American,3,F,0,0,4,7,Medium,0
4275,Male,53,Caucasian,0,F,0,0,3,1,Low,1
4276,Male,21,African-American,1,F,1,1,4,8,High,0
4280,Male,29,Hispanic,2,M,0,0,9,3,Low,1
4281,Male,29,African-American,26,M,0,0,4,2,Low,4
4282,Male,21,Hispanic,0,M,0,0,3,6,Medium,0
4283,Female,24,African-American,406,M,1,1,7,5,Medium,2
4288,Male,51,Caucasian,1,F,0,0,1,1,Low,2
4290,Male,29,African-American,0,M,0,0,1,2,Low,1
4292,Female,24,Other,1,F,0,0,5,5,Medium,0
4296,Male,37,Hispanic,1,F,0,0,2,1,Low,5
4298,Female,54,Hispanic,761,M,0,0,1,1,Low,2
4299,Female,51,Caucasian,312,F,0,0,9,6,Medium,14
4300,Male,53,Caucasian,21,F,0,0,1,1,Low,1
4301,Male,31,African-American,14,F,0,0,3,3,Low,2
4303,Male,25,African-American,1,F,0,0,8,6,Medium,5
4305,Male,38,Hispanic,1,M,0,0,1,1,Low,0
4306,Male,22,African-American,0,F,1,1,10,10,High,3
4307,Male,21,African-American,1,F,1,0,8,8,High,1
4314,Male,28,African-American,213,M,1,1,7,8,High,14
4317,Male,25,African-American,1,M,0,0,6,5,Medium,1
4319,Male,56,Caucasian,4,F,0,0,4,1,Low,2
4320,Male,34,African-American,29,F,0,0,9,4,Low,22
4322,Male,35,Hispanic,0,F,0,0,7,4,Low,7
4324,Male,22,Caucasian,4,F,0,0,5,6,Medium,0
4328,Male,23,African-American,1,F,1,1,8,8,High,0
4329,Male,30,African-American,1,M,0,0,10,6,Medium,4
4330,Male,42,African-American,0,M,1,1,6,3,Low,1
4331,Male,50,African-American,1,M,1,1,8,8,High,24
4335,Male,37,African-American,1,F,0,0,9,3,Low,0
4336,Male,23,African-American,0,F,0,0,4,5,Medium,1
4337,Male,41,Caucasian,1,F,0,0,1,1,Low,0
4338,Male,50,African-American,169,F,0,0,2,1,Low,5
4339,Male,41,Hispanic,1,F,1,1,10,9,High,19
4341,Male,40,Other,1,F,1,1,7,4,Low,8
4356,Male,23,Caucasian,1,F,0,0,2,4,Low,0
4358,Female,64,Other,1,F,0,0,1,1,Low,0
4360,Male,51,Caucasian,1,M,0,0,1,1,Low,0
4365,Male,43,Caucasian,289,F,0,0,5,3,Low,1
4367,Female,35,African-American,0,M,1,1,6,3,Low,3
4370,Male,29,African-American,1,F,0,0,9,6,Medium,2
4371,Male,57,Caucasian,3,M,0,0,1,1,Low,0
4375,Male,37,Caucasian,204,M,1,1,5,2,Low,1
4376,Female,23,Other,1,M,0,0,5,5,Medium,0
4381,Male,55,Caucasian,3,M,0,0,1,1,Low,1
4387,Male,28,African-American,1,F,1,1,9,8,High,6
4389,Male,25,Caucasian,1,F,0,0,6,3,Low,1
4390,Male,66,Caucasian,1,F,0,0,1,1,Low,0
4391,Male,28,African-American,0,M,0,0,2,2,Low,3
4394,Male,24,African-American,3,M,0,0,5,5,Medium,0
4400,Male,73,Caucasian,1,M,0,0,1,1,Low,0
4401,Male,44,African-American,1,F,0,0,2,1,Low,0
4402,Male,42,Hispanic,0,M,0,0,1,1,Low,0
4403,Male,40,African-American,1,F,0,0,7,4,Low,6
4406,Male,21,Hispanic,1,F,0,0,10,8,High,0
4407,Male,56,Caucasian,3,M,1,1,1,1,Low,0
4408,Male,42,African-American,1,F,0,0,1,1,Low,3
4411,Male,50,Caucasian,1,F,0,0,3,1,Low,1
4414,Male,34,Caucasian,1,M,0,0,2,2,Low,0
4415,Male,47,African-American,1,M,1,1,1,1,Low,1
4416,Male,58,Caucasian,1,F,0,0,2,1,Low,3
4418,Male,48,Caucasian,7,F,0,0,4,1,Low,3
4419,Female,20,Caucasian,2,F,1,1,3,6,Medium,0
4422,Male,29,African-American,1,F,0,0,9,6,Medium,0
4425,Male,38,Other,1,M,0,0,1,2,Low,1
4426,Female,43,Caucasian,0,M,0,0,2,1,Low,0
4428,Male,35,African-American,1471,M,0,0,9,6,Medium,1
4430,Male,25,Hispanic,1,M,1,1,3,5,Medium,2
4432,Male,22,Caucasian,1507,M,0,0,7,10,High,0
4433,Female,32,Hispanic,11,M,0,0,2,2,Low,1
4434,Male,26,Caucasian,1,M,1,1,7,5,Medium,9
4435,Female,48,Other,1,F,0,0,1,1,Low,0
4437,Male,71,Caucasian,28,M,0,0,1,1,Low,1
4438,Female,61,Caucasian,1,M,0,0,1,1,Low,0
4439,Female,22,Caucasian,22,M,0,0,5,5,Medium,2
4440,Male,29,African-American,1466,M,1,1,2,2,Low,1
4441,Female,54,Caucasian,22,M,0,0,2,1,Low,1
4442,Male,24,Caucasian,1,F,0,0,9,7,Medium,6
4443,Female,28,Caucasian,1,F,0,0,5,3,Low,0
4444,Female,25,Caucasian,1,F,0,0,10,8,High,2
4445,Female,22,African-American,28,F,0,0,5,5,Medium,1
4448,Male,35,African-American,1,F,0,0,4,3,Low,0
4450,Male,21,African-American,1,F,0,0,3,5,Medium,0
4451,Male,49,Caucasian,0,M,0,0,1,1,Low,1
4459,Male,21,African-American,40,F,0,0,4,6,Medium,1
4461,Male,64,Caucasian,1,F,0,0,1,1,Low,8
4462,Female,26,African-American,197,F,0,0,3,2,Low,1
4464,Male,37,African-American,1,M,0,0,2,2,Low,3
4466,Female,34,African-American,1,F,1,1,7,3,Low,1
4468,Male,60,Hispanic,16,F,0,0,1,1,Low,4
4469,Male,58,Caucasian,1,M,0,0,1,1,Low,0
4471,Male,27,Caucasian,1,F,0,0,1,2,Low,0
4475,Male,25,African-American,1,M,0,0,2,3,Low,0
4478,Male,56,African-American,92,F,0,0,8,4,Low,24
4479,Male,33,African-American,1,M,0,0,1,2,Low,2
4481,Male,47,African-American,60,F,0,0,7,2,Low,15
4483,Male,32,African-American,1,F,1,1,7,4,Low,6
4491,Male,25,African-American,1,F,1,1,4,5,Medium,1
4492,Female,20,African-American,1,F,0,0,4,6,Medium,0
4493,Male,32,African-American,1,F,0,0,9,7,Medium,9
4494,Female,49,African-American,0,F,0,0,1,2,Low,0
4495,Male,22,African-American,4,F,0,0,3,5,Medium,1
4496,Male,24,African-American,1,F,0,0,3,4,Low,0
4500,Male,29,African-American,968,F,0,0,8,5,Medium,5
4502,Male,49,Caucasian,569,M,0,0,1,1,Low,1
4505,Male,22,Caucasian,1,F,0,0,6,5,Medium,0
4506,Male,34,African-American,909,F,0,0,10,7,Medium,8
4508,Female,26,African-American,1,F,1,0,5,4,Low,3
4510,Male,54,Caucasian,1,M,1,0,1,1,Low,2
4511,Male,59,African-American,1,F,0,0,1,1,Low,1
4513,Male,24,Other,1,F,1,1,4,6,Medium,1
4514,Male,64,African-American,1,F,0,0,7,1,Low,20
4517,Female,22,African-American,7,F,0,0,4,5,Medium,0
4520,Female,30,African-American,0,F,1,1,6,3,Low,3
4521,Female,27,Caucasian,0,F,0,0,5,3,Low,0
4524,Male,20,Caucasian,4,F,0,0,4,7,Medium,0
4527,Male,37,Other,1,M,0,0,1,1,Low,0
4530,Male,25,Other,1,F,0,0,2,3,Low,2
4534,Female,32,African-American,1,M,0,0,2,1,Low,0
4536,Female,44,Caucasian,3,F,0,0,1,1,Low,1
4537,Male,41,African-American,1,F,0,0,4,2,Low,8
4541,Male,30,Caucasian,1309,F,0,0,2,2,Low,3
4544,Male,27,African-American,0,M,1,1,5,6,Medium,2
4552,Male,23,African-American,45,F,0,0,2,3,Low,1
4553,Male,34,Hispanic,0,M,1,0,3,2,Low,2
4554,Male,33,African-American,7,F,0,0,10,6,Medium,1
4556,Female,33,African-American,1,M,0,0,4,1,Low,3
4557,Male,33,Caucasian,43,F,0,0,5,3,Low,3
4558,Male,33,Caucasian,1,F,0,0,1,2,Low,0
4559,Male,41,African-American,57,M,1,1,6,5,Medium,2
4560,Male,37,Hispanic,1,M,0,0,1,1,Low,1
4562,Male,28,African-American,1,M,0,0,5,4,Low,9
4563,Female,25,African-American,1,F,1,1,5,5,Medium,0
4566,Female,30,African-American,1,M,0,0,4,3,Low,1
4567,Female,47,African-American,2,M,0,0,2,1,Low,0
4569,Male,37,Caucasian,104,M,0,0,5,1,Low,5
4574,Male,31,Caucasian,0,F,1,1,8,4,Low,9
4576,Female,30,Caucasian,43,F,0,0,3,2,Low,1
4581,Male,60,African-American,104,F,0,0,9,4,Low,10
4582,Female,46,African-American,1,M,0,0,8,3,Low,7
4584,Male,62,Caucasian,1,M,0,0,1,1,Low,3
4591,Male,25,Caucasian,0,F,0,0,9,9,High,9
4593,Male,38,Asian,1,M,0,0,1,1,Low,0
4598,Male,29,African-American,1,F,1,0,10,8,High,5
4603,Male,39,African-American,0,F,1,0,3,1,Low,2
4604,Male,48,Hispanic,1,M,0,0,1,1,Low,1
4605,Male,31,Other,1,M,1,1,1,1,Low,3
4609,Male,50,Caucasian,1,M,0,0,1,1,Low,0
4611,Male,27,African-American,0,M,0,0,1,2,Low,0
4613,Female,32,African-American,352,F,0,0,3,2,Low,2
4615,Female,24,African-American,0,M,0,0,6,5,Medium,2
4618,Male,21,African-American,32,F,0,0,6,8,High,2
4620,Male,41,Caucasian,1,F,0,0,2,1,Low,0
4622,Male,38,Other,1,F,0,0,3,3,Low,1
4624,Male,32,African-American,1,F,1,1,8,6,Medium,2
4625,Male,27,Caucasian,0,F,0,0,6,3,Low,5
4626,Female,24,Caucasian,131,F,0,0,5,4,Low,1
4628,Male,25,Caucasian,0,F,0,0,9,9,High,1
4629,Male,55,Caucasian,1,M,1,1,1,2,Low,0
4631,Male,28,African-American,1,F,1,1,10,7,Medium,7
4639,Female,39,Hispanic,1,F,1,1,4,3,Low,10
4641,Female,35,Caucasian,1,M,0,0,4,2,Low,1
4643,Male,32,African-American,1,M,1,1,10,6,Medium,12
4645,Male,69,Other,1,M,0,0,1,1,Low,0
4647,Male,21,Caucasian,21,M,0,0,6,8,High,1
4648,Male,41,Caucasian,0,F,0,0,1,1,Low,1
4649,Male,21,Hispanic,3,F,0,0,5,6,Medium,0
4651,Male,38,African-American,1,F,0,0,8,6,Medium,0
4655,Male,31,Caucasian,630,M,0,0,8,4,Low,10
4657,Male,35,Caucasian,0,M,1,1,2,3,Low,2
4658,Male,34,African-American,13,M,0,0,6,6,Medium,5
4659,Male,52,Caucasian,1,M,0,0,1,1,Low,0
4660,Male,21,African-American,1,F,0,0,8,8,High,0
4661,Male,43,African-American,1,M,0,0,2,2,Low,8
4662,Female,32,Caucasian,2,F,0,0,2,2,Low,0
4665,Female,21,African-American,1,M,0,0,4,5,Medium,0
4668,Female,65,Caucasian,2,F,0,0,1,1,Low,1
4670,Female,27,Caucasian,0,M,0,0,3,3,Low,0
4673,Male,25,African-American,1,M,1,0,8,8,High,1
4677,Male,42,Other,1,M,0,0,3,1,Low,6
4678,Male,63,African-American,0,F,0,0,3,2,Low,6
4679,Male,40,Caucasian,1,M,0,0,2,1,Low,0
4680,Male,34,Hispanic,1,F,0,0,2,3,Low,0
4682,Male,27,Caucasian,1,M,0,0,2,2,Low,1
4683,Male,29,Hispanic,1,M,0,0,1,1,Low,0
4686,Female,50,African-American,1,M,0,0,1,2,Low,0
4688,Male,31,African-American,68,M,0,0,2,1,Low,1
4692,Male,47,Caucasian,1,M,0,0,1,1,Low,0
4694,Male,44,Caucasian,3,M,0,0,4,1,Low,2
4696,Male,56,Hispanic,2,F,0,0,1,1,Low,0
4697,Male,23,African-American,1,M,0,0,3,5,Medium,0
4698,Male,54,African-American,1,F,0,0,6,1,Low,10
4701,Male,38,Caucasian,1,F,0,0,10,8,High,17
4703,Male,25,Hispanic,1,F,1,1,2,3,Low,0
4708,Male,31,African-American,47,F,0,0,2,1,Low,4
4711,Female,39,African-American,41,F,0,0,1,1,Low,1
4712,Male,56,African-American,1,F,0,0,2,1,Low,6
4718,Male,39,Caucasian,29,F,0,0,1,1,Low,1
4719,Male,29,Caucasian,0,M,0,0,1,2,Low,0
4720,Female,28,Caucasian,852,F,0,0,8,3,Low,3
4722,Male,26,Caucasian,2,M,0,0,5,3,Low,0
4725,Female,51,African-American,196,F,1,0,10,6,Medium,10
4726,Female,58,Other,1,F,0,0,1,1,Low,0
4731,Male,21,African-American,1,F,1,1,5,7,Medium,0
4732,Male,21,African-American,1,F,1,0,5,8,High,0
4735,Male,23,African-American,1,F,0,0,7,8,High,0
4737,Male,46,African-American,1,F,0,0,4,3,Low,3
4743,Male,35,Hispanic,0,F,1,1,7,5,Medium,5
4747,Male,34,African-American,64,F,1,0,7,6,Medium,12
4748,Female,30,African-American,1,M,0,0,3,2,Low,0
4749,Male,47,Caucasian,1,F,0,0,1,1,Low,1
4750,Male,30,Caucasian,25,F,0,0,4,2,Low,4
4753,Male,33,Hispanic,1,M,0,0,1,1,Low,0
4754,Male,47,African-American,23,F,0,0,1,1,Low,1
4760,Male,50,Caucasian,31,F,1,1,2,1,Low,11
4763,Male,24,Caucasian,1,F,0,0,3,4,Low,1
4764,Female,22,African-American,72,F,0,0,9,6,Medium,2
4765,Male,45,Caucasian,1,F,0,0,1,1,Low,3
4767,Male,39,Caucasian,0,F,0,0,2,1,Low,3
4769,Male,40,Caucasian,1,F,0,0,3,1,Low,1
4772,Male,24,African-American,1,F,0,0,10,6,Medium,0
4773,Male,23,African-American,627,F,0,0,7,4,Low,1
4774,Male,61,Caucasian,0,M,0,0,1,1,Low,0
4780,Male,23,Caucasian,21,F,0,0,6,7,Medium,2
4784,Male,40,African-American,1,F,0,0,8,6,Medium,15
4787,Male,44,African-American,1,F,0,0,2,2,Low,0
4792,Female,22,African-American,2,M,0,0,9,6,Medium,3
4795,Male,57,African-American,812,F,0,0,8,4,Low,2
4796,Male,24,Other,1,M,0,0,6,4,Low,5
4797,Male,33,Caucasian,0,F,0,0,4,3,Low,9
4801,Male,31,Other,1,F,0,0,1,2,Low,5
4802,Male,56,Caucasian,38,F,0,0,5,1,Low,7
4804,Male,67,Hispanic,176,F,0,0,1,1,Low,2
4808,Male,57,African-American,1,F,1,1,8,7,Medium,23
4811,Male,65,Caucasian,1,F,0,0,2,2,Low,3
4812,Female,22,Caucasian,1,M,0,0,9,7,Medium,0
4815,Female,35,African-American,15,F,0,0,6,2,Low,2
4817,Male,29,African-American,1,M,1,1,3,4,Low,2
4821,Male,22,African-American,40,M,1,1,10,6,Medium,5
4824,Male,31,African-American,39,M,1,1,8,5,Medium,6
4827,Female,56,African-American,1,F,0,0,1,1,Low,1
4828,Male,25,Caucasian,14,F,0,0,6,5,Medium,2
4831,Male,33,Caucasian,1,M,0,0,4,2,Low,10
4833,Male,25,Caucasian,1,F,0,0,5,6,Medium,2
4834,Female,27,African-American,1,F,0,0,5,3,Low,3
4835,Male,37,African-American,1,F,0,0,10,10,High,1
4837,Male,41,Caucasian,3,M,0,0,1,1,Low,2
4839,Male,35,African-American,16,F,0,0,8,5,Medium,5
4841,Male,55,Caucasian,0,M,0,0,1,1,Low,0
4844,Female,24,African-American,628,F,0,0,5,5,Medium,1
4845,Male,26,African-American,0,F,1,1,2,3,Low,2
4846,Male,35,African-American,1,F,0,0,3,3,Low,7
4847,Male,50,Caucasian,0,M,1,1,4,6,Medium,3
4848,Male,30,African-American,1135,M,0,0,8,9,High,1
4860,Female,24,African-American,1,M,0,0,2,3,Low,0
4861,Male,34,African-American,1,F,1,1,8,9,High,6
4862,Male,24,Other,1,M,1,1,8,7,Medium,3
4864,Female,30,African-American,1,F,0,0,6,2,Low,4
4865,Female,35,Hispanic,0,M,0,0,2,1,Low,0
4870,Male,24,Caucasian,8,M,0,0,2,3,Low,1
4872,Female,28,African-American,1,F,0,0,3,3,Low,3
4876,Male,50,Other,91,F,0,0,1,1,Low,5
4881,Male,31,African-American,1,F,0,0,6,3,Low,0
